initial_url,initial_domain,url,domain,agency,bureau,issue
https://dceg-cms.cancer.gov,dceg-cms.cancer.gov,https://iam.cancer.gov/app/nih-nci_ocplwwwcms_1/exkbuyz354E79P73X297/sso/saml?SAMLRequest=fVPRjtowEHznK1DegxNygYsFSBSuLRKFCGhV9QUZewGriZ16nYPr19dJoNCqxS9W1jPj2fFmgCzPCjou7VGt4EcJaFttt855ppDWh0OvNIpqhhKpYjkgtZyux5%2FmtNsJaGG01Vxn3l%2B0xyyGCMZKrRrabDr0louX%2BfLDbLHtMrFLOH%2FqwS7sQ8RFBFEc95Jn0Y8CkQRxuE%2BECHsN9QsYdDpDz8l6rUYNsYSZQsuUdfWgG%2FtB7HfDTRDSKKHB87eGOnXNSsVsTT9aWyAlRLK8w5niYDoH%2FUpYURAlj77icqt5kZ1OJ57jNiRw%2Fr4r335G8dNLP0n70ddu0ieImlTNN%2FrpJZp3UgmpDo8T2TUgpB83m9RPl%2BtNIzK%2BJjXRCssczBrMq%2BTweTW%2FmRYcDr7zde%2B88kEYR29U6wyqb1pHY0ZXnns84TvM%2Fo44IPfIG7egC2d6Nk11JvlbXa%2FWe21yZv%2FfW9gJ64oU%2Fr6G0lJhAVzuJQjvt8w4y%2FRpYoBZGHrWlOC1yR%2BXX4YTRD2qLgwLZ9ue6LxgRmL1gnBm3F66vXV8D59kbu5WsB89HE1OeYVz5dRtJ21E9ZDA3d0bw5x5bewlpH%2BKN67JA9uj1vX4%2Fr8b%2FQI%3D&RelayState=https%3A%2F%2Fdceg-cms.cancer.gov%2Fsaml%2Flogin&SigAlg=http%3A%2F%2Fwww.w3.org%2F2001%2F04%2Fxmldsig-more%23rsa-sha256&Signature=qfcw6BvI3mAT8x%2Fr%2BRuqAYijsg69cTQgxvU%2FjKBQAB17NzJ8jIuzVCA6Y2o0JSxwv9ceslIoq66BvQBa34a0iz1F2lMqAHR87EvUREQCyj1uPYdDSkjwp3eUiQuJvYk0bu88qCmhnTC%2BVgzaaTLK0AWYuXY7LdFfB2sVZUec7clgXkA26gNWP6DHYaoINo8M4EdK7M1TLPk4mm6SyiBMco2x%2B75%2Feen2bgeB6ri26q%2FoQuDXZZZdFeISO%2FggA2MK43WhSwl7lQd%2BzGNRIAVMud67Quqp3bovFqaQKWD28GPbQ0zB75r6Gvg4RZD0hUFXSIAvEnYygUTMdBvVWbBd1Q%3D%3D,iam.cancer.gov,Department of Health and Human Services,"National Cancer Institute, NIH",suspected meta redirect
https://dceg-dev-acsf.cancer.gov,dceg-dev-acsf.cancer.gov,https://www.cancer.gov/,www.cancer.gov,Department of Health and Human Services,"National Cancer Institute, NIH",suspected meta redirect
https://dceg-test-acsf.cancer.gov,dceg-test-acsf.cancer.gov,https://www.cancer.gov/,www.cancer.gov,Department of Health and Human Services,"National Cancer Institute, NIH",suspected meta redirect
https://dctd-cms.cancer.gov,dctd-cms.cancer.gov,https://iam.cancer.gov/app/nih-nci_ocplwwwcms_1/exkbuyz354E79P73X297/sso/saml?SAMLRequest=fVPRjtowEHznK1DegwmQAhYgUbi2SBQioFXVF7Q4m8NqYqde5%2BDu6%2BskUGjV4hcr65nx7HgzIsjSnE8Le1Qb%2FFkg2UbTrXOWKuLV4dgrjOIaSBJXkCFxK%2Fh2%2BnnJO602z422WujU%2B4v2mAVEaKzUqqYt5mNvvXparj8uVnt8l2A%2FFL0OIoowjMMAAhgckgBQ9BDagAcYiOGgpn5FQ05n7DlZr1GrERW4UGRBWVdvd0K%2FHfqdYNcOeC%2Fg3eH3mjp3zUoFtqIfrc2JMyYhawlQAk3rWb8wyHOm5NFXQu61yNPT6SQy2gcMzz8OxetbN%2Bw99YdRv%2FutM%2BwzIs3K5mv96BLNe6liqZ4fJ3KoQcQ%2F7XaRH623u1pkek1qphUVGZotmhcp8MtmeTMdCxv7zte989IHA0HepNIZld%2B8isZMrjz3eLHvMMkdccTukTduzlfO9GIe6VSK16perg%2FaZGD%2F31vQCqqKjP2kgvJCUY5CJhJj77fMNE31aWYQLI49awr0muyPyy%2FDiXE1qi4Mi2fbnOksByOpfEE8g7CXbm8d38NnqZu7DSaTh6MpuChxrhy57aRNXD4kCnf3zoAzr429hPRP8do1e2B70rge3%2F93k18%3D&RelayState=https%3A%2F%2Fdctd-cms.cancer.gov%2Fsaml%2Flogin&SigAlg=http%3A%2F%2Fwww.w3.org%2F2001%2F04%2Fxmldsig-more%23rsa-sha256&Signature=KgxV4uwVoUUREwTAMhURbafaHEhN8u%2B1t%2FgMWsxr7AOiwhkx6U%2Bch7rAUjqHjsTDn4yzvIOif9FVoc0zE4EsFjZI5pI3dA%2BbNsJz5lKt0OwKMdxldYG6CKRiE2yEZ4o8OxUWlvyZHrkVO9N645P9cunTcdEJ8mp6r3b%2B61Dbab3EekzBLxUefj3NlczBqfnVJ27swQbVhLB9C%2Fc%2FEv0sZayWyefP8z4MX2n39dK1qOY03xkioTJj0cFj5Q8Qm%2Bdl2hA4WEQ0x9RNduvB%2BKLIT7xxKvzZef7Vce3IEz5L%2Btur1KZw%2BeE%2B7kE2IaeyjowfA7O%2BsmmIjkLXzduHDGdl%2FQ%3D%3D,iam.cancer.gov,Department of Health and Human Services,"National Cancer Institute, NIH",suspected meta redirect
https://evs-sip.ha2.cancer.gov,evs-sip.ha2.cancer.gov,https://sip.evs.cancer.gov/evssip/,sip.evs.cancer.gov,Department of Health and Human Services,"National Cancer Institute, NIH",suspected meta redirect
https://icpc.cancer.gov,icpc.cancer.gov,https://proteomics.cancer.gov/programs/international-cancer-proteogenome-consortium,proteomics.cancer.gov,Department of Health and Human Services,"National Cancer Institute, NIH",suspected meta redirect
https://mypart-cms.cancer.gov,mypart-cms.cancer.gov,https://iam.cancer.gov/app/nih-nci_ocplwwwcms_1/exkbuyz354E79P73X297/sso/saml?SAMLRequest=fVPBjtowEL3zFSj3YBJg2ViARGHbIlGIgFZVL2iwJ4vVxE5tZ4F%2BfZ0ESlq1%2BGJlPO%2FNmzeTkYEszem0sEe5wR8FGttqu3POUmlo9Tj2Ci2pAiMMlZChoZbR7fTTkoadLs21soqp1PsL9hgFxqC2QskatpiPvfXqZbn%2BsFjtGQyjgAdRMjgwiLrAo37YxyeesH4Y9A%2FJEFnIwt5TDf2C2jiesedovVbNZkyBC2ksSOvi3XDgdwd%2BGOy6Ae090%2BD5Ww2du2aFBFvBj9bmhhIiIOswkAx151W9EchzIsXRl0zsFcvT0%2BnEMrMPCJ6%2FH4rLz96g%2FzKM4mHvaxgNiTGKlM3X%2FPHVmndCciFfHztyqJMM%2FbjbxX683u5qkunNqZmSpshQb1G%2FCYafN8u76OySg7a%2BU9bUniMXYLVgPvAitb4Gjb4tMqUrkQSY8SZVkVH5TSvf9ORG6ibLfZeTNDhHpJl5x%2BZ05TpazGOVCnap4uV5r3QG9v%2BNB52gigjuJ1UqLaTJkYlEIPd%2B00zTVJ1mGsHi2LO6QK9N%2Fih%2B3Vzk1R47pyyebXumMmeLMOV48QzMXru9d9xMn6VuKTeYTB7uLaOszHPh2F0npXk5ZWSu9k6DE6%2B0vZr0T%2FJaNXkge9K6PTd%2Fyskv&RelayState=https%3A%2F%2Fmypart-cms.cancer.gov%2Fpediatric-adult-rare-tumor%2Fsaml%2Flogin&SigAlg=http%3A%2F%2Fwww.w3.org%2F2001%2F04%2Fxmldsig-more%23rsa-sha256&Signature=P46l2PJQnNFchvLRi5UHQwraAiKZ5vYGkS6K2c%2B069zDupP4iKV4VsWFDWX0vbAcLks9DNuuSSiYdjc8G5%2FfNKPnKNYjEciy24vk22ouDXW0by%2F17bVVDj%2Fk4oeCIlOiTBIc1vMzKpRIaUoUUO9mlNXTTJlqNFIiBUQ2ilNra8JJ%2FT4L8pDS5PllL9oypCzRe7PgcURbiYcolywByxPZyiRhuZb2%2BmtY53gLBGwq%2BoutMP3R2aEwcJ0dWB8XHba1FiDKKG%2BGwuj5%2FZ00EhaMeKtLqJXQhKFGGmgpQ1r1kcoQ34bm%2FOuiN5Sn2GApAgrv30MCWyS%2FSOMqq6Abvjq40Q%3D%3D,iam.cancer.gov,Department of Health and Human Services,"National Cancer Institute, NIH",suspected meta redirect
https://nano-cms.cancer.gov,nano-cms.cancer.gov,https://iam.cancer.gov/app/nih-nci_ocplwwwcms_1/exkbuyz354E79P73X297/sso/saml?SAMLRequest=fVNhr5owFP3urzB8xwoCPhs1cfq2mTgl6pZlX0wtl2czaFlvefj261dAp1s2GxLC7Tmn555exsjyrKCz0pzkFn6UgKbTteucZxJpszlxSi2pYiiQSpYDUsPpbvZpRf1enxZaGcVV5vxFe8xiiKCNULKlLRcTZ7N%2BXm0%2BLNeHcBCmw1HwdAyjIIl8L0xZAF4YjZ7SoZ8CSxLupVE0aKlfQKPVmThW1um0aoglLCUaJo2t9%2F3Q7Yeu7%2B37Hg3sE3xrqQvbrJDMNPSTMQVSQgTLe5xJDrr3ol4JKwoixcmVXBwUL7KqqniOB4%2FA%2BfuxfPs5CIPn4SgeDr76oyFBVKRuvtWPL9G8EzIR8uVxIscWhPTjfh%2B78Wa3b0Vm16TmSmKZg96BfhUcPm9XN9OSSeVaX%2FfO61pjhjCOzrQRG9fftMlHT69ke4OJazHpHXtM7pE3bkHX1vlyEatM8LemXq%2F3SufM%2FL9Br%2Bc1FZG4aQOlpcQCuEgFJM5vmVmWqWqugRmYOEaX4HTJH4dfJhSSZl5tIgbOpjtXecG0wPoa4cy4uXR76%2FgePs%2Fs8G0hnT6cT055jbPl2L4qpZP6NoHbs%2FeaWfNKm0tI%2FxRvXZMHtqed6%2Fb9zzf9BQ%3D%3D&RelayState=https%3A%2F%2Fnano-cms.cancer.gov%2Fnano%2Fsaml%2Flogin&SigAlg=http%3A%2F%2Fwww.w3.org%2F2001%2F04%2Fxmldsig-more%23rsa-sha256&Signature=WjOeA3sSAFflokLH8NNMsrssuglwXZWIQoc3%2BeDmK0gkAVpoPtCzxa3nD42SYzR3HR7DsMasJQ%2BR8KZ7DThDRoqj8iqvvdK7gdUhyC7nAedBfYq3MSsAWCr0WPo6lG%2BvvJdjAgEy%2FN8Xn9WZw9%2FyBn2SB7ao2Uzv6IYM6yRWs%2FophcVF6xR18RL0KuZbiw4Dw9xHBO8rx7C106QuIlmw1Ll44o0MNHCUZzxevLcI0hE1WUpfZPDCg%2BG%2FZ3nM2ArLoJxELi2aIr0bzfOXWQuOgqbe4X%2FRDwRtc1yrlGdaaaFCxj%2BS0QP7NwEt8BF8l%2BGCjRH4vnPa1qDzULGSrIvf0Q%3D%3D,iam.cancer.gov,Department of Health and Human Services,"National Cancer Institute, NIH",suspected meta redirect
https://nciconnect-cms.cancer.gov,nciconnect-cms.cancer.gov,https://iam.cancer.gov/app/nih-nci_ocplwwwcms_1/exkbuyz354E79P73X297/sso/saml?SAMLRequest=fVPRjtowEHznK1Deg5OQALEAicK1RaIQAa2qviDjLIfVxE69zsH16%2BskULhTi1%2BsrHfGM%2BPNEFmeFXRSmqNcw68S0LTadp3zTCKtD0dOqSVVDAVSyXJAajjdTL4saNDxaKGVUVxlzjvYYxRDBG2Ekg1sPhs5q%2BXTYvVpvtwBD6Mo3fv9YD9gUR9YLwy9Qy9lMQvi7sCPg0Ew6MVhA%2F0GGi3PyLG0TqthQyxhLtEwaWzdCyLXi9zA33o%2B7Q6oF%2F5ooDNrVkhmavjRmAIpIYLlHc4kB915Vi%2BEFQWR4uhKLnaKF9npdOI57nwC55%2F78vV3Nwqf%2BnHS734P4j5BVKQy3%2FAnl2g%2BCJkK%2Bfw4kX3ThPTzdpu4yWqzbUgm16SmSmKZg96AfhEcvq4XN9FWHVdSAjeuVXevXzMN7l4zIV0shATXlLnStUjCODrj%2BpJh9U3r3PT4SmpfNnVtz%2BGOb0juO2%2FYgi6to%2FksUZngr3W9Wh%2BVzpn5v3G%2F49cVkbqHupWWEgvg4iAgdf7STLJMnaYamIGRY3QJTpu8ufwyuZDWc2yTMnA27anKC6YFVs8LZ8bNxe3N8X37NLNDuYbD%2BOHccsqrPltO7HZSOq1e2QYP6VYzK15pcwnpn%2BSNavJA9rh1Pb7%2FKcd%2FAA%3D%3D&RelayState=https%3A%2F%2Fnciconnect-cms.cancer.gov%2Frare-brain-spine-tumor%2Fsaml%2Flogin&SigAlg=http%3A%2F%2Fwww.w3.org%2F2001%2F04%2Fxmldsig-more%23rsa-sha256&Signature=LYOpWrUunIegSdcmeiJ%2Fv%2FhzvRk1RinrDZ7l9YE%2Frt47Fv57tVXhGV%2BO7Lys52xU%2B92cxs4i%2FGUgRWb0dPew37GqCP93%2BlsvSGosFDc%2FqY8dDG4%2B6rZRLlk3Aca2VwJBxHSux5E%2FjMZuijhBUy1qNWeL4Iwk30zIC%2FHXtVcFuwudVnhwGuD8oHUSFsDAgFdzcUwYMduw2DuNEAgCy2k%2Fqb%2BL3x1W%2FxoEkaWeZepUkkf3aOyENxAUwFQt1FfjFvVyymhyVo%2FktENk3tRGh%2FTexLHZmX1dCsoGr5%2FlSPovFo1lCEdb6p104hy63u2l5uQEhQtuM%2BoNsF8WvcNAKAvkug%3D%3D,iam.cancer.gov,Department of Health and Human Services,"National Cancer Institute, NIH",suspected meta redirect
https://ncit.cancer.gov,ncit.cancer.gov,https://evsexplore.semantics.cancer.gov/evsexplore/welcome,evsexplore.semantics.cancer.gov,Department of Health and Human Services,"National Cancer Institute, NIH",suspected meta redirect
https://prescancerpanel-cms.cancer.gov,prescancerpanel-cms.cancer.gov,https://iam.cancer.gov/app/nih-nci_ocplwwwcms_1/exkbuyz354E79P73X297/sso/saml?SAMLRequest=fVPRjtowEHznK1DegxMI5WIBEoVri0QhgrSq%2BoKMszmsJrbrdQ7uvr5OwhVatfgl8npmPLPejJGVhaazyh7lFn5WgLbTdetcFhJpczjxKiOpYiiQSlYCUsvpbvZ5Rfu9gGqjrOKq8P6i3WcxRDBWKNnSlouJt1k%2FrjYfl%2Bt9nIeHOIpZnEdDzuJDPIpYGEA2yoFF7%2BJBFgVuO%2Bi31K9g0OlMPCfrdVo1xAqWEi2T1tWD%2FtAPhn4%2FTIMHGkZ08PC9pS5cWCGZbehHazVSQgQre5xJDqb3pJ4J05pIcfQlF3vFdXE6nXiJ%2B5DA%2BcehenkdDKPHUZyMBt%2F68YggKlKHb%2FWTS2veC5kJ%2BXS%2FI4cWhPRTmiZ%2BstmlrcjsrVNzJbEqwezAPAsOX7arq2ltAFvTmkkofGfxNkRtiTCO3rSRHNd72nTJTK8SKvMdJr8hjskt8srVdO38LxeJKgR%2Faer1%2BqBMyez%2FY4a9sKmIzM8bKK0kauAiF5B5v2VmRaFOcwPMwsSzpgKvS%2F64%2FDKnkDVT6%2Fpi4Wy7c1VqZgTWjwlnxu0l7TXxLXxeuBHcQj69O6Wc8hrnyon7nJTJ6jcF7u5ODXPmlbGXJv1TvHVN7tiedt6Ob3%2FB6S8%3D&RelayState=https%3A%2F%2Fprescancerpanel-cms.cancer.gov%2Fsaml%2Flogin&SigAlg=http%3A%2F%2Fwww.w3.org%2F2001%2F04%2Fxmldsig-more%23rsa-sha256&Signature=eAe%2FkxVSEd4z0fUH5Wt1iRdkwgXx9qX2e48MyROapNJO%2F9f8J9THSST491zeX%2FKG%2FTEB2q4X5x0Nrq8P1IbTGGOZ%2B7rSi9oCVVUp1dvSr6jWuuBz%2BEEm6E%2FFZ97MWT2sL7qeDH27DwxlfOb1zRkhj6jkGpSTEa6Dwr5h%2BEKaiAI4mC%2FpxfmYEcclLpS1pqzto58P1gy6W8D1G3tdiEpNKA2uWDVU8TmNQGSF8zn3NVLUJEwTo3gFz0Pa%2BOBGx6Jjj%2FHgjTBO6yqrYJbWlfDP1P6spdVwFjn%2Fbk54hmjFSOIeLFVykz3venDyQ6Bw1v2tXelHgB%2FNgOv8%2F9yq4fpqOQ%3D%3D,iam.cancer.gov,Department of Health and Human Services,"National Cancer Institute, NIH",suspected meta redirect
https://sbir-cms.cancer.gov,sbir-cms.cancer.gov,https://iam.cancer.gov/app/nih-nci_ocplwwwcms_1/exkbuyz354E79P73X297/sso/saml?SAMLRequest=fVNdj9owEHznV6C8B%2BezgAVIFK4tEoUIaFX1BRlnc1hN7NTrHNz9%2BjoJFFq1%2BMXKemY8O96MkBV5SaeVOcoN%2FKwATadr17nIJdLmcOxUWlLFUCCVrACkhtPt9POSBj2PlloZxVXu%2FEV7zGKIoI1QsqUt5mNnvXparj8uVvsIeBBCOgzYIeKDg5dljL3jWTTIYh7HwWAQ%2BaHPh9BSv4JGqzN2rKzTadUQK1hINEwaW%2FeC2PViN%2FB3nkejkAbh95Y6t80KyUxDPxpTIiVEsKLHmeSge8%2FqhbCyJFIcXcnFXvEyP51OvMC9T%2BD841C9voVx9NQfJv3wWzDsE0RF6uZb%2FeQSzXshUyGfHydyaEFIP%2B12iZust7tWZHpNaqYkVgXoLegXweHLZnkzjQehXevr3nntgzCOzqTRGdXftIlGT648%2B3ipazHZHXFE7pE3bklX1vRinqhc8NemXq8PShfM%2FL83v%2Bc3FZG6WQOllcQSuMgEpM5vmWmeq9NMAzMwdoyuwOmSPy6%2FDCekzajaMAycTXemipJpgfULwplxc%2Bn21vE9fJbbudtANnk4mpzyGmfLid1OSqf1QwK3d%2B80s%2BaVNpeQ%2FineuiYPbE861%2BP7%2F27yCw%3D%3D&RelayState=https%3A%2F%2Fsbir-cms.cancer.gov%2Fsaml%2Flogin&SigAlg=http%3A%2F%2Fwww.w3.org%2F2001%2F04%2Fxmldsig-more%23rsa-sha256&Signature=mF7foTCQKMLt5bEuloytbe9wFq%2BNrbjjeizdGsdWbsfqYZ98ubgvIpvDmpIoEXETEolqSrWhxOmKGHp001mrhjlIPrvw1t%2BQtnFbCyAltRXdh24pXQyXjx8T1LeYt7AlCOVLjqXWTV4YDliudTV6jhKDkXLNPLOXPI1%2B5WCVJGWOHRUy7bDP3Coc3inXvmbpzz932b8GtOhHPKGJh%2BcE6BHSYOjz22BTmASB%2BY6331YEcfeKw1UpKl45%2FauvpfdJZWAws5xab%2Bbg6ZmQmfH4Dj%2F6AxSmJ6u4mDuXvpu7IYvqzrlX31dpdEVvL4j5G%2FCFd%2FQGHIIbrXUVuS9O0XWH%2FA%3D%3D,iam.cancer.gov,Department of Health and Human Services,"National Cancer Institute, NIH",suspected meta redirect
https://techtransfer-cms.cancer.gov,techtransfer-cms.cancer.gov,https://iam.cancer.gov/app/nih-nci_ocplwwwcms_1/exkbuyz354E79P73X297/sso/saml?SAMLRequest=fVNdj9owEHznV6C8Byfh684CJArXFolCBGlV9QU5zuawmtip17lw%2FfV1EijcqcUvVtY745nxZoIszwo6L81R7uBXCWg6XbtOeSaRNodTp9SSKoYCqWQ5IDWc7udf1jToebTQyiiuMucd7D6KIYI2QskWtlpOne3mab39tNoc4piNRyzwRukDxHyYBoOBn6R9PohZ7MWj1E8ehjFn0EK%2FgUbLM3UsrdNp2RBLWEk0TBpb94Kh6w3dwI88j%2FY9GgQ%2FWujSmhWSmQZ%2BNKZASohgeY8zyUH3ntULYUVBpDi6kouD4kVWVRXP8eATOP2My9ff%2FeHgafwYjvvfg8cxQVSkNt%2Fyh%2BdoPgiZCPl8P5G4bUL6OYpCN9zuo5ZkfklqoSSWOeg96BfB4etufRVtgB%2BNZhJT0K7Vd%2Bug1kMYR2fW8E3qb9pEpGcXvH3ExLU96Q1wQm47r9iCbqz41TJUmeCvTb1eH5XOmfm%2FR7%2FnNxWRuGnTSkuJBXCRCkicvzTzLFPVQgMzMHWMLsHpkjeXn4cUkmZkbSgGTqa7UHnBtMD6JeHEuDm7vTq%2BbV9kdv52kM7ujiinvO6z5dBuldJJ%2FaDA7d1RnXWhtDmH9E%2FyVjW5I3vWuRzf%2Fn%2BzPw%3D%3D&RelayState=https%3A%2F%2Ftechtransfer-cms.cancer.gov%2Fsaml%2Flogin&SigAlg=http%3A%2F%2Fwww.w3.org%2F2001%2F04%2Fxmldsig-more%23rsa-sha256&Signature=2R5v34b54HPq23u6MLt3PCucD3%2BGwNES83scdO64ezatV%2BbIu8grBe9Jb%2B%2BhTeuNSgGaffTItcjW8D664zB%2FCegIIh6SMYl7%2FpkIMB978zQ%2BJGY6W1QaNjjt0RNIrpOvmpHie7NAHf4hKWXAX2aUQiswAEuORX7WK6DjFeVhbmYyXbpbueB%2FCIlHJsXj1Ry9qLnMUxiYuSp%2BVmHDSoa4LUDtEwWmOWKJHw20JmulbatE1YSPU%2FXS7Af3qz%2FofRY6s%2FpNjqseUm93Nj2vKo%2Fgc9ZrgtKnz9vrwQLpU5kJI%2BE%2F5BmWZvZyDushwdxmRWpDZBhd5a1HkgjhTLHUEltx0Q%3D%3D,iam.cancer.gov,Department of Health and Human Services,"National Cancer Institute, NIH",suspected meta redirect
https://thesaurus.cancer.gov,thesaurus.cancer.gov,https://evsexplore.semantics.cancer.gov/evsexplore/welcome,evsexplore.semantics.cancer.gov,Department of Health and Human Services,"National Cancer Institute, NIH",suspected meta redirect
https://tumorboard.ccr.cancer.gov,tumorboard.ccr.cancer.gov,https://auth.ncats.nih.gov/_api/v2/auth/login?redirect_uri=https%3A%2F%2Ftumorboard.ccr.cancer.gov&client=nob-tumor-board&tenant=NCI-CCR&protocol=oidc,auth.ncats.nih.gov,Department of Health and Human Services,"National Cancer Institute, NIH",suspected meta redirect
https://www-cms.cancer.gov,www-cms.cancer.gov,https://iam.cancer.gov/app/nih-nci_ocplwwwcms_1/exkbuyz354E79P73X297/sso/saml?SAMLRequest=fVPRjtowEHznK1DegxNCLmABEoVri0QhAlpVfUHG2RxWEzv1OheuX18ngUKrFr9YWc%2BMZ8ebMbI8K%2BisNCe5hR8loOl07TrnmUTaHE6cUkuqGAqkkuWA1HC6m31a0X7Po4VWRnGVOX%2FRHrMYImgjlGxpy8XE2ayfV5sPy%2FUhSp%2F8IwyfvMAfDbwoOiZBMgj84XHI%2BjAIUmBJNGRh1FK%2FgEarM3GsrNNp1RBLWEo0TBpb9%2Fqh64Vu3997Pg2HNPS%2FtdSFbVZIZhr6yZgCKSGC5T3OJAfde1GvhBUFkeLkSi4OihdZVVU8x4NP4Pz9WL79DMLBczSKo%2BBrfxQRREXq5lv9%2BBLNOyETIV8eJ3JsQUg%2F7vexG292%2B1Zkdk1qriSWOegd6FfB4fN2dTNtXbnW1r3x2gZhHJ1pIzOuv2mTjJ5eafbtEtdi0jvimNwjb9yCrq3n5SJWmeBvTb1e75XOmfl%2Fa37PbyoicdMGSkuJBXCRCkic3zKzLFPVXAMzMHGMLsHpkj8uv8wmJM2k2iwMnE13rvKCaYH1A8KZcXPp9tbxPXye2bHbQjp9OJmc8hpny7HdKqWT%2Bh2B27v3mlnzSptLSP8Ub12TB7annevx%2FW83%2FQU%3D&RelayState=https%3A%2F%2Fwww-cms.cancer.gov%2Fsaml%2Flogin&SigAlg=http%3A%2F%2Fwww.w3.org%2F2001%2F04%2Fxmldsig-more%23rsa-sha256&Signature=VEIsUNJkyAuWawg3OGmYbf5ztF2W%2B5TRr5IkGjfwBIhVNOr%2Buq%2B42h5XoF9xy88i%2FkVtD8bWKKOcA0%2FBU%2BZRSEpMxFNVRjJtmWIzoXBs%2BJVG7EjGXaW7ClC62qosCffcnfFxOnElLq3kLj%2FUjSkTRE4jr57xMYh7dnia%2FzMbKgrpbHoE8E2r2n94RDBj4ISMPGzL4mmIwM%2FjfVR2jhsdKjqW4I3qMNWxcA1lOWjSECZJbKexb9PvDObnyzUeAOB2R8jMgQh7c5H2ZxWSyarlKr60f23KUlpxMV7MHz%2F80vK7QZVLtFvWanmGgWA6gRzLehixRs2ggAILbXjnK268QQ%3D%3D,iam.cancer.gov,Department of Health and Human Services,"National Cancer Institute, NIH",suspected meta redirect
https://www-cms-dev.cancer.gov,www-cms-dev.cancer.gov,https://iam-stage.cancer.gov/app/nih-nci_ocplwwwcmsdev_1/exk16vh5fhu7MJNLv0h8/sso/saml?SAMLRequest=fVNNr9owELzzK1DuwQmQR7AAiUI%2FqHiAgPbQCzLOhlhN7NTrBPrv6yRQ6NMrvlhZz4xnx5sRsizN6bQwidzCrwLQtNp2XbJUIq0Px06hJVUMBVLJMkBqON1NX5e02%2FForpVRXKXOG9pzFkMEbYSSDW0xHzvr1cfl%2BvNidRgO%2FP4x7B2PUTBk3SAK%2FKDX52zQ88Kwy%2F2XHusfh%2BFw0FC%2Fg0arM3asrNNq1BALWEg0TBpb97qB6wVu1997Pu33qR%2F%2BaKhz26yQzNT0xJgcKSGCZa5lnqDDmeSgOydVEpbnRIrElVwcFM%2FT8%2FnMM4ygPPgELj%2F9lzIJ4qQYvH5dLUsvCQmiIlUKzUWba0YfhIyEPD2P5tiAkH7Z7zfuZr3bNyLTW2QzJbHIQO9Al4LDt%2B3y7t4ac60z11p79F9ZIYyjM6mlRtU3rWPSkxvVUlwLiR94I%2FIIvFNzurK2F%2FONSgX%2FXder9UnpjJn%2Fd%2Bd3%2FLoiIjeuobSQmAMXsYDI%2BSszTVN1nmlgBsaO0QU4bfLP5dc5haieWhuHgYtpz1SWMy2weky4MG6uzd4bfoTPUjuCW4gnT6eUU17hbHljt7PSUfWUwO3de82seaXNNaR3xRvX5IntSet2%2FPgLTv4A&RelayState=https%3A%2F%2Fwww-cms-dev.cancer.gov%2Fsaml%2Flogin&SigAlg=http%3A%2F%2Fwww.w3.org%2F2001%2F04%2Fxmldsig-more%23rsa-sha256&Signature=WfWSu9C1%2FysFwLK7pr37HOnnoMkXhTmgj4hsg05Ilx5HLQ5WN6SHFlQs4qW%2FnwWpXASOl2tkrlnTjOBRNREDYGxXP%2FLvBXtR9eYo98plqY6cji7j81yeHsOUN9GH%2B%2Ftj1JaFqJG6BvRbnkNFI4q%2FLNekMgPyY2yAyWilDBKLaaEu0stR2WalqMHUnymtZzYfZvrLVBEgLReYDiuymw5op1k2QkvXPwCNLOXXSb9BSaWNPhb2Vp3BOm2tVhKLK9NmcR0tY2QpBa%2FG3RyqioHKwdKQE2NnpDbEtmvQ%2FO%2BSvUoc9bdTmJhVRN1UvY2kUBIGzJe4foxQLCiaccl%2FUAoeTQ%3D%3D,iam-stage.cancer.gov,Department of Health and Human Services,"National Cancer Institute, NIH",suspected meta redirect
https://trade.cbp.gov,trade.cbp.gov,https://www.cbp.gov/trade,www.cbp.gov,Department of Homeland Security,U.S. Customs and Border Protection,suspected meta redirect
https://chinese.cdc.gov,chinese.cdc.gov,https://www.cdc.gov/coronavirus/2019-ncov/communication/index-cn.html,www.cdc.gov,Department of Health and Human Services,Centers for Disease Control and Prevention,suspected meta redirect
https://espanol.cdc.gov,espanol.cdc.gov,https://www.cdc.gov/,www.cdc.gov,Department of Health and Human Services,Centers for Disease Control and Prevention,suspected meta redirect
https://gis.cdc.gov,gis.cdc.gov,https://www.atsdr.cdc.gov/place-health/index.html?CDC_AA_refVal=https%3A%2F%2Fwww.atsdr.cdc.gov%2Fplaceandhealth%2Findex.html,www.atsdr.cdc.gov,Department of Health and Human Services,Centers for Disease Control and Prevention,suspected meta redirect
https://t.cdc.gov,t.cdc.gov,https://tools.cdc.gov/medialibrary/index.aspx#/results,tools.cdc.gov,Department of Health and Human Services,Centers for Disease Control and Prevention,suspected meta redirect
https://wwwnc.cdc.gov,wwwnc.cdc.gov,https://www.cdc.gov/,www.cdc.gov,Department of Health and Human Services,Centers for Disease Control and Prevention,suspected meta redirect
https://embargo.data.census.gov,embargo.data.census.gov,https://id-provider.tco.census.gov/nidp/saml2/sso?id=CEDSCI&sid=2&option=credential&sid=2,id-provider.tco.census.gov,Department of Commerce,Census Bureau,suspected meta redirect
https://chcoc.gov,chcoc.gov,https://beta.chcoc.gov/,beta.chcoc.gov,Office of Personnel Management,Chief Human Capital Officers,suspected meta redirect
